Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
12/10/2025 16:33:07,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Have to busy with other activities. 
12/10/2025 17:16:31,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,1-5 hours,1-5 hours,1-5 hours,4-8 Hours,4-8 Hours,4-8 Hours,No,1-5 hours,1-5 hours,1-5 hours,"Depression, Shortness of Temper",Yes,"Educational, Gaming",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Electronic usage should be used for the greater good with education and productivity. There should be limited usage to reduce eye strain and save people from horrible online materials.
12/10/2025 17:39:58,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,8- 11 hours,Broad band,5-10 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Concentration breaks, Headache, Sleep disorder, Discomfort in face to face communication, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/10/2025 18:06:33,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,1-5 hours,> 10 hours,5-10 hours,0- 4 hours,4-8 Hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Depression, Concentration breaks, Shortness of Temper, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,"My main long term effect is that i cannot concentrate properly anymore and Its still going on.Im trying to improve,but progression in very low."
12/10/2025 18:54:42,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Insomnia, Concentration breaks, Headache, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,No
12/10/2025 20:13:55,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Headache, Shortness of Temper, Sleep disorder, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,no comment
12/10/2025 23:58:16,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,4-8 Hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Sleep disorder, Decreased attention, Hearing loss",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/11/2025 1:12:34,Male,15-30,Graduate University (M.Sc.),Unmarried,Rural area,Above 6 hours,Officer/Staff/Service holder,Laptop,Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,4-8 Hours,4-8 Hours,4-8 Hours,No,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/11/2025 7:26:01,Male,15-30,Undergraduate University (B.Sc.),Married,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,Above 11 hours,8- 11 hours,8- 11 hours,Broad band,1-5 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/11/2025 10:06:36,Female,15-30,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,< 1 hour,> 10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/11/2025 10:56:01,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,Above 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Sleep disorder, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/11/2025 12:24:47,Male,31-45,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,0- 4 hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Depression, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Gaming, Social media, Shopping, News, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Covid-19 put a lot mental stress on people and some people may get recovered soon and others may need more time. We can use electronic devices on a smart schedule basis like set an alarm when we need and do not need them.
12/11/2025 13:26:50,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/11/2025 14:13:38,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,Above 11 hours,Broad band,1-5 hours,5-10 hours,> 10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,< 1 hour,"Depression, Headache, Shortness of Temper, Sleep disorder, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/11/2025 16:28:57,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Headache, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/11/2025 21:51:48,Female,15-30,Graduate University (M.Sc.),Married,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,8- 11 hours,8- 11 hours,8- 11 hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Insomnia, Depression, Concentration breaks, Decreased attention",Yes,"Educational, Messaging, Social media, Shopping, News, Official",Joint family,Yes,No,No,,,,,,,,,,,,,,,,,,,
12/12/2025 3:47:15,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Concentration breaks, Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Video, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,"While using social media we can put maximum daily usage limit and so everyday there will be a notification regarding the time just like I have done it in my Instagram account..Moreover, trying to go out of the home and taking some fresh air will also reduce excessive use of devices..Furthermore, we can look for more and more innovative and productive topics on the Internet rather than just scrolling it away and idling our time away.."
12/12/2025 13:52:50,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Parental monitoring should have been important during covid-19 period. The damage is already done to most of the individuals. There's no coming back but the damages can be somewhat mitigated. I hope I'll be updated  about the findings from this research 
12/13/2025 8:24:16,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,Above 11 hours,8- 11 hours,Broad band,< 1 hour,> 10 hours,> 10 hours,0- 4 hours,8- 11 hours,8- 11 hours,No,< 1 hour,> 10 hours,> 10 hours,"Concentration breaks, Decreased attention",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/17/2025 19:02:20,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Concentration breaks, Sleep disorder, Decreased attention, Others",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
12/18/2025 15:02:34,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Anxiety, Insomnia, Headache",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,i think getting a pet helps in handling excessive device usage
1/2/2026 17:45:35,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Insomnia, Depression, Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:42:26,Male,25.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,"Officer/Staff/Service holder, Education-related position, Job candidate","Smartphone, PC",Smart phone,0- 4 hours,0- 4 hours,4-8 Hours,"Broad band, Mobile data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2024 16:42:42,Male,25.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Student, Education-related position","Smartphone, Tab, PC, Laptop","Cell phone, Smart phone",8- 11 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,8- 11 hours,8- 11 hours,0- 4 hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Depression, Headache",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:42:56,Male,24.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,Broad band,5-10 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:44:20,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,Above 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,Above 11 hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Insomnia, Concentration breaks",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,No,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:44:40,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Rural area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Smart phone,Above 11 hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,4-8 Hours,Above 11 hours,Above 11 hours,Yes,5-10 hours,> 10 hours,> 10 hours,"Headache, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:04,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,< 1 hour,5-10 hours,1-5 hours,0- 4 hours,Above 11 hours,Above 11 hours,Yes,< 1 hour,> 10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Shortness of Temper, Sleep disorder",Yes,"Messaging, Gaming, Social media",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:06,Female,22.0,College (H.S.C.),Unmarried,Rural area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Depression, Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:19,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,Broad band,< 1 hour,1-5 hours,5-10 hours,0- 4 hours,8- 11 hours,8- 11 hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Concentration breaks, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:43,Male,20.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,Eye itch or other discomfort,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:50,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,4-8 Hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",5-10 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,< 1 hour,1-5 hours,"Depression, Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:45:52,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,Above 11 hours,Broad band,1-5 hours,5-10 hours,> 10 hours,,4-8 Hours,Above 11 hours,Yes,< 1 hour,1-5 hours,> 10 hours,"Anxiety, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",No,"Educational, Messaging, Video, Gaming, Social media, Shopping",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:46:27,Male,23.0,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,"Student, Education-related position","PC, Coding, Study, Games, movie",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,5-10 hours,5-10 hours,0- 4 hours,8- 11 hours,8- 11 hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Insomnia, Depression, Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:46:32,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,< 1 hour,5-10 hours,1-5 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,< 1 hour,5-10 hours,1-5 hours,"Anxiety, Depression, Concentration breaks, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:46:38,Male,25.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,4-8 Hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,Others,No,"Educational, Messaging, Social media",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:46:43,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,"Anxiety, Depression, Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Social media, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:46:56,Male,21.0,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,Broad band,5-10 hours,> 10 hours,> 10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:47:13,Female,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,"Student, Officer/Staff/Service holder","Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,> 10 hours,0- 4 hours,8- 11 hours,Above 11 hours,Yes,1-5 hours,5-10 hours,> 10 hours,"Concentration breaks, Eye sight problem",Yes,"Educational, Messaging, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:47:18,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",8- 11 hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Insomnia, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:47:21,Male,21.0,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,< 1 hour,"Concentration breaks, Sleep disorder, Discomfort in face to face communication, Eye sight problem",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:47:23,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,5-10 hours,"Insomnia, Depression, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:48:01,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Ipad","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,1-5 hours,1-5 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Anxiety, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Social media",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:48:02,Male,25.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,8- 11 hours,Above 11 hours,Above 11 hours,Yes,5-10 hours,> 10 hours,> 10 hours,"Insomnia, Depression, Sleep disorder",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Joint family,Yes,No,No,,,,,,,,,,,,,,,,,,,
